Year,Position,Name,NOC,Time/Distance/Points,Record
2016,USA,12,RUS,19
2016,ITA,5,4.,HUN,18
2016,-,14,ITA,12
2016,-,10,RUS,9
2012,USA,8,AUS,13
2012,ESP,5,4.,HUN,11
2012,-,11,ESP,10
2012,-,9,HUN,9
2008,NED,9,AUS,12
2008,USA,8,4.,HUN,11
2000,AUS,4,RUS,4
2000,USA,3,4.,NED,3
2000,-,6,AUS,7
2000,-,5,RUS,6
