Year,Position,Name,NOC,Time/Distance/Points,Record
2008,1, Juan Llaneras,ESP,60
2008,2, Roger Kluge,GER,58
2008,3, Christopher Newton,GBR,56
2008,4, Cameron Meyer,AUS,36
2008,5, Vasili Kiryienka,BLR,34
2008,6, Daniel Kreutzfeldt,DEN,29
2008,7, Zachary Bell,CAN,27
2008,8, Makoto Iijima,JPN,23
2008,9, Milan Kadlec,CZE,22
2008,10, Greg Henderson,NZL,13
2008,11, Rafal Ratajczyk,POL,10
2008,12, Iljo Keisse,BEL,8
2008,13, Angelo Ciccone,ITA,8
2008,14, Volodymyr Rybin,UKR,8
2008,15, Kam Po Wong,HKG,5
2008,16, Milton Ariel Wynants,URU,5
2008,17, Mikhail Ignatyev,RUS,4
2008,18, Juan Esteban Curuchet,ARG,1
2008,19, Marco Arriagada,CHI,1
2008,20, Pieter Schep,NED,0
2008,21, Christophe Riblon,FRA,-17
2008, , Bobby Lea,USA,dnf
2008,-, Feng Chun-kai,TPE,dnf
2004,1, Mikhail Ignatiev,RUS,93
2004,2, Juan Llaneras,ESP,82
2004,3, Guido Fulst,GER,79
2004,4, Greg Henderson,NZL,68
2004,5, Milan Kadlec,CZE,65
2004,6, Mark Renshaw,AUS,60
2004,7, Pieter Schep,NED,58
2004,8, Angelo Ciccone,ITA,49
2004,9, Milton Ariel Wynants,URU,46
2004,10, Franck Perque,FRA,43
2004,11, Marco Arriagada,CHI,25
2004,12, Yauheni Sobal,BLR,24
2004,13, Juan Esteban Curuchet,ARG,23
2004,14, Colby Pearce,USA,23
2004,15, Alexey Koslessov,KAZ,22
2004,16, Makoto Iijima,JPN,13
2004,17, Franz Stocker,AUT,9
2004,18, Matthew Gilmore,BEL,7
2004,19, Vasyl Yakovlev,UKR,3
2004,20, Kam Po Wong,HKG,2
2000,1, Juan Llaneras,ESP,14
2000,2, Milton Ariel Wynants,URU,1-18
2000,3, Aleksey Markov,RUS,1-16
2000,4, Cho Ho-sung,KOR,1-15
2000,5, Jamie Carney,USA,1-10
2000,6, Franz Stocher,AUT,1-8
2000,7, Glen Thomson,NZL,1-6
2000,8, Silvio Martinello,ITA,1-5
2000,9, Brian Walton,CAN,1-1
2000,10, Stuart O'Grady,AUS,2-26
2000,11, Kam Po Wong,HKG,2 - 14
2000,12, Bruno Risi,SUI,2 - 13
2000,13, Jonathan Clay,GBR,2 - 10
2000,14, Juan Esteban Curuchet,ARG,2 - 8
2000,15, Matthew Gilmore,BEL,2 - 6
2000,16, Makoto Iijima,JPN,2 - 6
2000,17, Vasyl Yakovlev,UKR,2 - 5
2000,18, Wilco Zuijderwijk,NED,2 - 3
2000,19, Christophe Capelle,FRA,2 - 2
2000,20, Sergey Lavrenenko,KAZ,2 - 1
2000,21, Marlon Perez,COL,2 - 0
2000,22, Jimmy Madsen,DEN,2 - 0
2000,23, Thorsten Rund,GER,2 - 0
1996,1, Silvio Martinelli,ITA,0 - 37
1996,2, Brian Walton,CAN,0 - 29
1996,3, Stuart O'Grady,AUS,0 - 27
1996,4, Vasyl Yakovlev,UKR,0 - 24
1996,5, Francis Moreau,FRA,0 - 21
1996,6, Juan Llaneras,ESP,0 - 17
1996,7, Milton Ariel Wynants,URU,0 - 6
1996,8, Cho Ho-sung,KOR,1 - 14
1996,9, Glenn McLeay,NZL,1 - 8
1996,10, Guido Fulst,GER,1 - 7
1996,11, Sergey Lavrenenko,KAZ,1 - 6
1996,12, Franz Stocher,AUT,1 - 5
1996,13, Remigijus Lupeikis,LTU,1 - 4
1996,14, Pavel Khamidulin,RUS,1 - 4
1996,15, Masahiro Yasuhara,JPN,1 - 2
1996,16, Yevgeniy Vakker,KGZ,1 - 1
1996,17, Bruno Risi,SUI,2 - 8
1996,18, Jan Bo Petersen,DEN,2 - 7
1996,19, Brian McDonough,USA,2 - 5
1996,20, Sergio Godoy Franke,GUA,2 - 0
1996,21, Peter Pieters,NED,2 - 0
1996,22, Declan Lonergan,IRL,2 - 0
1996,23, Juan Esteban Curuchet,ARG,2 - 0
1996,24, Etienne de Wilde,BEL,2 - 0
1996, , David George,RSA,dnf
1996,-, Marlon Perez,COL,dnf
1996, , Marco Zaragoza,MEX,dnf
1996, , Juan Merheb,PUR,dnf
1992,1, Giovanni Lombardi,ITA,0 - 44
1992,2, Leon van Bon,NED,0 - 43
