Year,Position,Name,NOC,Time/Distance/Points,Record
2016,GER,2,CAN,2
2016,SWE,1,4.,BRA,1
2016,-,4,GER,2
2016,-,3,CAN,0
2012,USA,2,CAN,1
2012,JPN,1,4.,FRA,0
2012,-,4,JPN,2
2012,-,3,FRA,1
2008,USA,1,GER,2
2008,BRA,0,4.,JPN,0
2008,-,4,USA,4
2004,USA,2,GER,1
2004,BRA,1,4.,SWE,0
2000,NOR,3,GER,2
2000,USA,2,4.,BRA,0
2000,-,1,USA,1
2000,-,0,BRA,0
1996,USA,2,NOR,2
1996,CHN,1,4.,BRA,0
1996,-,3,USA,2
