Season,Year,City,Name,Sex,NOC,Discipline,Event,Medal
Summer,1920,Antwerp,PULITI Oreste,Male,ITA,Fencing,Sabre Team - Men,Gold
Summer,1920,Antwerp,SANTELLI Giorgio,Male,ITA,Fencing,Sabre Team - Men,Gold
Summer,1920,Antwerp,URBANI Dino,Male,ITA,Fencing,Sabre Team - Men,Gold
Summer,1920,Antwerp,DE SAINT GERMAIN Henri,Male,FRA,Fencing,Sabre Team - Men,Silver
Summer,1920,Antwerp,MARGRAFF Jean,Male,FRA,Fencing,Sabre Team - Men,Silver
Summer,1920,Antwerp,PERRODON Marc,Male,FRA,Fencing,Sabre Team - Men,Silver
Summer,1920,Antwerp,TROMBERT Georges,Male,FRA,Fencing,Sabre Team - Men,Silver
Summer,1920,Antwerp,BIESHAAR Arie,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,BOSSCHART Leo,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,BULDER Evert Jan,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,BULDER Jaap,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,DE NATRIS Jan,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,DÉNIS Harry,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,GROOSJOHAN Ber,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,KUIPERS Frits,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,MAC NEILL Dick,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,STEEMAN Henk,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,VAN DORT Jan,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,VERWEIJ Ben,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,VON HEIJDEN Felix Jonkheer,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,VAN RAPPARD Oscar Ridder,Male,NED,Football,Football - Men,Bronze
Summer,1920,Antwerp,BALYU Félix,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,BASTIN Désiré,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,BRAGARD Mathieu,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,COPPÉE Robert,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,DE BIE Jean,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,FIERENS André,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,HANSE Emile,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,HEBDIN Georges,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,LARNOE Rik,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,MUSCH Joseph,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,NISOT Fernand,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,SWARTENBROECKS Armand,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,VAN HEGE Louis,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,VERBEECK Oscar,Male,BEL,Football,Football - Men,Gold
Summer,1920,Antwerp,ARABOLAZA Patricio,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,ARRATE Mariano,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,ARTOLA ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,BELAUSTE ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,SABINO ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,EGUIAZÁBAL Ramón,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,GIL Moncho,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,ACEDO ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,SILVERIO ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,PICHICHI ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,OTERO ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,PAGAZA ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,SAMITIER ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,SANCHO ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,SESÚMAGA ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,VALLANA ,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,VÁZQUEZ Joaquín,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,ZAMORA Ricardo,Male,ESP,Football,Football - Men,Silver
Summer,1920,Antwerp,GOUNOT Jean,Male,FRA,Artistic Gymnastics,Individual All-Around - Men,Bronze
Summer,1920,Antwerp,ZAMPORI Giorgio,Male,ITA,Artistic Gymnastics,Individual All-Around - Men,Gold
Summer,1920,Antwerp,TORRÈS Marco,Male,FRA,Artistic Gymnastics,Individual All-Around - Men,Silver
Summer,1920,Antwerp,BERGER Georges,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,BOUCHÈS Émile,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,BOULANGER René,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,BUYENNE Alfred,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,DELSARTE Léon,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,DÉMANET Lucien,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,DURIN Paul,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,DUVANT Victor,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,FAUCONNIER Fernand,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,HERMANN Arthur,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,HERSOY Albert,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,HIGELIN Alphonse,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,HOËL Auguste,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,KIMPE Louis,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,LAGOUGE Georges,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,LEMAIRE Paulin,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,LESPINASSE Ernest,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,MARTEL Émile,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,CORDONNIER Eugène,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,PIRARD Jules,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,POLLET Eugène,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,THURNHERR Georges,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,TORRÈS Marco,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,WALKER François,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,WARTELLE Julien,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,WARTELLE Paul,Male,FRA,Artistic Gymnastics,Team All-Around European System - Men,Bronze
Summer,1920,Antwerp,ANDREOLI Arnaldo,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,BELLOTTO Ettore,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,BIANCHI Pietro,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,BONATTI Fernando,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,CAMBIASO Luigi,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,CONTESSI Luigi,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,COSTIGLIOLO Carlo,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,COSTIGLIOLO Luigi,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,DOMENICHELLI Giuseppe,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,FERRARI Roberto,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,FREGOSI Carlo,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,GHIGLIONE Romualdo,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,LEVATI Ambrogio,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,LOY Francesco,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,LUCCHETTI Vittorio,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,MAIOCCO Luigi,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,MANDRINI Ferdinando,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,MANGIANTE Renzo,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,MAROVELLI Antonio,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,MASTROMARINO Michele,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,PARIS Giuseppe,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,PASTORINI Manlio,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,ROSELLI Ezio,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,SALVI Paolo,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,TUBINO Giovanni Battista,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,ZAMPORI Giorgio,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,ZORZI Angelo,Male,ITA,Artistic Gymnastics,Team All-Around European System - Men,Gold
Summer,1920,Antwerp,AUWERKEREN Eugène,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,BAUER Théophile,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,CLAESSENS François,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,COOTMANS Augustus,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,GIBENS François,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,HAEPERS Albert,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,JACOB Domien,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,KEMPENEERS Félicien,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,LABÉEU Jules,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,LAFORTUNE Hubert,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,LANDRIEU Auguste,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,LANNIE Charles,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,LORIOT Constant,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,MOERLOOS Nicolaas,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,MINNAERT Ferdinand,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,STOOP Louis,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,VAN GUYSSE Jean,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,VAN MELE Alphonse,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,VERBOVEN François,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,VERBOVEN Jean,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,VERDONCK Julien,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,VERSTRAETEN Joseph,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,VIVEX Georges,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,WAGEMANS Julianus,Male,BEL,Artistic Gymnastics,Team All-Around European System - Men,Silver
Summer,1920,Antwerp,ALBERTSEN Georg,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,ANDERSEN Carl R.,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,DIBBERN Viggo,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,FRANDSEN Aage,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,HELSTEN Hugo,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,HOLM Harry,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,JOHNSEN Robert,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,JUHL Christian,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,LANGE Vilhelm,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,MADSEN Svend Meulengracht,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,MARCUSSEN Peder,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,MØLLER Peter,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,TURIN-NIELSEN Niels,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,OLSEN Steen Lerche,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,PEDERSEN Christian Møller,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,RØNNE Stig,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,SØRENSEN Harry,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,THOMAS Christian,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,VERMEHREN Knud,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,JANSSON Herold,Male,DEN,Artistic Gymnastics,Team All-Around Free System - Men,Gold
Summer,1920,Antwerp,ANDERSEN Jørgen,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,BAYER Gustav,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,BJØRNSTAD Jørgen,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,BODAHL Asbjørn,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,BØHM Eilert,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,BØYESEN Trygve,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,DAVIDSEN Ingolf,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,ENDRESON Haakon,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,ERSTAD Jakob,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,FÆRSTAD Harald,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,HELGESEN Herman,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,HOL Peter,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,JOHANNESSEN Otto,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,JOHANSEN Johan Anker,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,KRISTOFFERSEN Trygve,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,NILSEN Henrik,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,OPDAHL Jacob,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,RYDSTRØM Arthur,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,SÆLEN Frithjof,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,SKJÆRPE Bjørn,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,STEFFENSEN Wilhelm,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,SUNDAL Olav,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,TØNSBERG Reidar,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,WIGAND-LARSEN Lauritz,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,AANNING Alf,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,AAS Karl,Male,NOR,Artistic Gymnastics,Team All-Around Free System - Men,Silver
Summer,1920,Antwerp,ARETS Paul,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,BRONCKAERT Léon,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,CLABOTS Léopold,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,CLAESSENS Jean-Baptiste,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,DARRIEN Léon,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,DEHOUX Lucien,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,DELEU Ernest,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,DUBOISSON Émile,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,DUREUIL Ernest,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,FIEMS Joseph,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,HANSEN Marcel,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,HENIN Louis,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,HOFFMAN Omer,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,LOGIEST Félix,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,MAERSCHALCK Charles,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,PAENHUIJSEN René,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,PIERRET Arnold,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,PINCHART René,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,PIROTTE Gaspard,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,PLUYS Augustien,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,SON Léopold,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,TAEYMANS Édouard,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,THIRIAR Pierre,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,VERHAVERT Henri,Male,BEL,Artistic Gymnastics,Team All-Around Swedish System - Men,Bronze
Summer,1920,Antwerp,ACKE Fausto,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,ANDERSSON Arvid,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,BENGTSSON Bengt,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,BIÖRCK Fabian,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,BÄCKANDER Helge,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,CHARPENTIER Erik,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,ERICSSON Sture,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,GRANSTRÖM Konrad,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,GUSTAFSSON Helge,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,HEDMAN Ture,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,HÄGER Åke,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,JOHNSON Sven,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,JONSSON Sven-Olof,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,LINDAHL Karl,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,MORBERG Bengt,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,PERSSON Frans,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,SVENSÉN Alf,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,SÄRNER Klas,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,SÖDERLINDH Gunnar,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,SÖRENSON John,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,TÖRNER Gösta,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,LINDMARK Edmund,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,SJÖBERG Curt,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,ANDERSSON Albert,Male,SWE,Artistic Gymnastics,Team All-Around Swedish System - Men,Gold
Summer,1920,Antwerp,BIRK Johannes,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,HANSEN Frede,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,HANSEN Frederik,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,HANSEN Kristian,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,JAKOBSEN Hans Hovgaard,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,JØRGENSEN Aage,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,JØRGENSEN Alfred,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,OLLERUP Alfred,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,JØRGENSEN Arne,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,KIRKELØKKE Knud,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,LAMBÆK Jens,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,LARSEN Kristjan,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,MADSEN Kristian,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,NIELSEN Niels Kristian,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,NIELSEN Niels Erik,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,PEDERSEN Dynes,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,PEDERSEN Hans,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,PEDERSEN Johannes,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,PEDERSEN Peder Dorf,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,RASMUSSEN Rasmus,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
