Season,Year,City,Name,Sex,NOC,Discipline,Event,Medal
Summer,2004,Athens,LOPEZ Steven,Male,USA,Taekwondo,Welterweight (≤80 kilograms) - Men,Gold
Summer,2004,Athens,TANRIKULU Bahri,Male,TUR,Taekwondo,Welterweight (≤80 kilograms) - Men,Silver
Summer,2004,Athens,TARABINI Patricia,Female,ARG,Tennis,Doubles - Women,Bronze
Summer,2004,Athens,SUÁREZ Paola,Female,ARG,Tennis,Doubles - Women,Bronze
Summer,2004,Athens,LI Ting,Female,CHN,Tennis,Doubles - Women,Gold
Summer,2004,Athens,SUN Tiantian,Female,CHN,Tennis,Doubles - Women,Gold
Summer,2004,Athens,MARTÍNEZ Conchita,Female,ESP,Tennis,Doubles - Women,Silver
Summer,2004,Athens,RUANO Vivi,Female,ESP,Tennis,Doubles - Women,Silver
Summer,2004,Athens,MOLIK Alicia,Female,AUS,Tennis,Singles - Women,Bronze
Summer,2004,Athens,HENIN-HARDENNE Justine,Female,BEL,Tennis,Singles - Women,Gold
Summer,2004,Athens,MAURESMO Amélie,Female,FRA,Tennis,Singles - Women,Silver
Summer,2004,Athens,ANČIĆ Mario,Male,CRO,Tennis,Doubles - Men,Bronze
Summer,2004,Athens,LJUBIČIĆ Ivan,Male,CRO,Tennis,Doubles - Men,Bronze
Summer,2004,Athens,MASSÚ Nicolás,Male,CHI,Tennis,Doubles - Men,Gold
Summer,2004,Athens,GONZÁLEZ Fernando,Male,CHI,Tennis,Doubles - Men,Gold
Summer,2004,Athens,KIEFER Nicolas,Male,GER,Tennis,Doubles - Men,Silver
Summer,2004,Athens,SCHÜTTLER Rainer,Male,GER,Tennis,Doubles - Men,Silver
Summer,2004,Athens,GONZÁLEZ Fernando,Male,CHI,Tennis,Singles - Men,Bronze
Summer,2004,Athens,MASSÚ Nicolás,Male,CHI,Tennis,Singles - Men,Gold
Summer,2004,Athens,FISH Mardy,Male,USA,Tennis,Singles - Men,Silver
Summer,2004,Athens,WILLIAMS Susan,Female,USA,Triathlon,Olympic Distance - Women,Bronze
Summer,2004,Athens,ALLEN Kate,Female,AUT,Triathlon,Olympic Distance - Women,Gold
Summer,2004,Athens,HARROP Loretta,Female,AUS,Triathlon,Olympic Distance - Women,Silver
Summer,2004,Athens,RIEDERER Sven,Male,SUI,Triathlon,Olympic Distance - Men,Bronze
Summer,2004,Athens,CARTER Hamish,Male,NZL,Triathlon,Olympic Distance - Men,Gold
Summer,2004,Athens,DOCHERTY Bevan,Male,NZL,Triathlon,Olympic Distance - Men,Silver
Summer,2004,Athens,MCPEAK Holly,Female,USA,Beach Volleyball,Beach Volleyball - Women,Bronze
Summer,2004,Athens,YOUNGS Elaine,Female,USA,Beach Volleyball,Beach Volleyball - Women,Bronze
Summer,2004,Athens,MAY-TREANOR Misty,Female,USA,Beach Volleyball,Beach Volleyball - Women,Gold
Summer,2004,Athens,WALSH JENNINGS Kerri,Female,USA,Beach Volleyball,Beach Volleyball - Women,Gold
Summer,2004,Athens,SHELDA ,Female,BRA,Beach Volleyball,Beach Volleyball - Women,Silver
Summer,2004,Athens,BEHAR Adriana,Female,BRA,Beach Volleyball,Beach Volleyball - Women,Silver
Summer,2004,Athens,HEUSCHER Patrick,Male,SUI,Beach Volleyball,Beach Volleyball - Men,Bronze
Summer,2004,Athens,KOBEL Stefan,Male,SUI,Beach Volleyball,Beach Volleyball - Men,Bronze
Summer,2004,Athens,EMANUEL ,Male,BRA,Beach Volleyball,Beach Volleyball - Men,Gold
Summer,2004,Athens,RICARDO ,Male,BRA,Beach Volleyball,Beach Volleyball - Men,Gold
Summer,2004,Athens,BOSMA Javier,Male,ESP,Beach Volleyball,Beach Volleyball - Men,Silver
Summer,2004,Athens,HERRERA Pablo,Male,ESP,Beach Volleyball,Beach Volleyball - Men,Silver
Summer,2004,Athens,FERNÁNDEZ Ana Ivis,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,RUIZ Yumilka,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,BARROS Zoila,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,CALDERON Rosir,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,CARRILLO Nancy,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,MARTÍNEZ Mayvelis,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,MESA Liana,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,MUÑOZ Anniara,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,ORTÍZ Yaima,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,RAMÍREZ Daimí,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,SÁNCHEZ Marta,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,TÉLLEZ Dulce,Female,CUB,Volleyball,Volleyball - Women,Bronze
Summer,2004,Athens,WANG Lina,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,CHEN Jing,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,LI Shan,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,FENG Kun,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,LIU Yanan,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,SONG Nina,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,YANG Hao,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,ZHANG Na,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,ZHANG Ping,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,ZHANG Yuehong,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,ZHAO Ruirui,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,ZHOU Suhong,Female,CHN,Volleyball,Volleyball - Women,Gold
Summer,2004,Athens,ARTAMONOVA-ESTES Yevgeniya,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,BATUKHTINA-TYURINA Yelena,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,SOKOLOVA-SHASHKOVA Lyubov,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,TISHCHENKO Yelizaveta,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,GAMOVA Yekaterina,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,CHUKANOVA Olga,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,NIKOLAYEVA Olga,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,PLOTNIKOVA Yelena,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,SHESHENINA Marina,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,TEBENIKHINA Irina,Female,RUS,Volleyball,Volleyball - Women,Silver
Summer,2004,Athens,DINEYKIN Stanislav,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,KHAMUTTSKIKH Vadim,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,KAZAKOV Aleksey,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,TETYUKHIN Sergey,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,USHAKOV Konstantin,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,KULESHOV Aleksey,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,ABRAMOV Pavel,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,BARANOV Sergey,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,YEGORCHEV Andrey,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,KHTEY Taras,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,KOSARYEV Aleksandr,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,VERBOV Aleksey,Male,RUS,Volleyball,Volleyball - Men,Bronze
Summer,2004,Athens,NALBERT ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,GIOVANE ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,MAURÍCIO ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,DANTE ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,GUSTAVO ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,GIBA ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,HELLER André,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,RICARDINHO ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,NASCIMENTO André,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,ANDERSON ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,RODRIGÃO ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,SERGINHO ,Male,BRA,Volleyball,Volleyball - Men,Gold
Summer,2004,Athens,GIANI Andrea,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,PAPI Samuele,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,SARTORETTI Andrea,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,TOFOLI Paolo,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,FEI Alessandro,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,MASTRANGELO Luigi,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,CERNIC Matej,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,CISOLLA Alberto,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,COZZI Paolo,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,PIPPI Damiano,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,SIMEONOV Ventzislav,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,VERMIGLIO Valerio,Male,ITA,Volleyball,Volleyball - Men,Silver
Summer,2004,Athens,MOSQUERA Mabel,Female,COL,Weightlifting,Featherweight (≤53 kilograms) - Women,Bronze
Summer,2004,Athens,POLSAK Udomporn,Female,THA,Weightlifting,Featherweight (≤53 kilograms) - Women,Gold
Summer,2004,Athens,RUMBEWAS Raema Lisa,Female,INA,Weightlifting,Featherweight (≤53 kilograms) - Women,Silver
Summer,2004,Athens,WIRATTHAWORN Arlee,Female,THA,Weightlifting,Flyweight (≤48 kilograms) - Women,Bronze
Summer,2004,Athens,TAYLAN Nurcan,Female,TUR,Weightlifting,Flyweight (≤48 kilograms) - Women,Gold
Summer,2004,Athens,LI Zhuo,Female,CHN,Weightlifting,Flyweight (≤48 kilograms) - Women,Silver
Summer,2004,Athens,POPOVA Valentina,Female,RUS,Weightlifting,Heavyweight (≤75 kilograms) - Women,Bronze
Summer,2004,Athens,THONGSUK Pawina,Female,THA,Weightlifting,Heavyweight (≤75 kilograms) - Women,Gold
Summer,2004,Athens,ZABOLOTNAYA Nataliya,Female,RUS,Weightlifting,Heavyweight (≤75 kilograms) - Women,Silver
Summer,2004,Athens,KASAYEVA Zarema,Female,RUS,Weightlifting,Light-Heavyweight (≤69 kilograms) - Women,Bronze
Summer,2004,Athens,LIU Chunhong,Female,CHN,Weightlifting,Light-Heavyweight (≤69 kilograms) - Women,Gold
Summer,2004,Athens,KRUTZLER Eszter,Female,HUN,Weightlifting,Light-Heavyweight (≤69 kilograms) - Women,Silver
Summer,2004,Athens,KAMEAIM Wandee,Female,THA,Weightlifting,Lightweight (≤58 kilograms) - Women,Bronze
Summer,2004,Athens,CHEN Yanqing,Female,CHN,Weightlifting,Lightweight (≤58 kilograms) - Women,Gold
Summer,2004,Athens,RI Song-Hui,Female,PRK,Weightlifting,Lightweight (≤58 kilograms) - Women,Silver
Summer,2004,Athens,STUKALAVA Tatsiana,Female,BLR,Weightlifting,Middleweight (≤63 kilograms) - Women,Bronze
Summer,2004,Athens,SKAKUN Nataliya,Female,UKR,Weightlifting,Middleweight (≤63 kilograms) - Women,Gold
Summer,2004,Athens,BATIUSHKO Hanna,Female,BLR,Weightlifting,Middleweight (≤63 kilograms) - Women,Silver
Summer,2004,Athens,WRÓBEL Agata,Female,POL,Weightlifting,Super-Heavyweight (>75 kilograms) - Women,Bronze
Summer,2004,Athens,TANG Gonghong,Female,CHN,Weightlifting,Super-Heavyweight (>75 kilograms) - Women,Gold
Summer,2004,Athens,JANG Mi-Ran,Female,KOR,Weightlifting,Super-Heavyweight (>75 kilograms) - Women,Silver
Summer,2004,Athens,ARTUÇ Sedat,Male,TUR,Weightlifting,Bantamweight (≤56 kilograms) - Men,Bronze
Summer,2004,Athens,MUTLU Halil,Male,TUR,Weightlifting,Bantamweight (≤56 kilograms) - Men,Gold
Summer,2004,Athens,WU Meijin,Male,CHN,Weightlifting,Bantamweight (≤56 kilograms) - Men,Silver
Summer,2004,Athens,RUBIO Israel José,Male,VEN,Weightlifting,Featherweight (≤62 kilograms) - Men,Bronze
Summer,2004,Athens,SHI Zhiyong,Male,CHN,Weightlifting,Featherweight (≤62 kilograms) - Men,Gold
Summer,2004,Athens,LE Maosheng,Male,CHN,Weightlifting,Featherweight (≤62 kilograms) - Men,Silver
Summer,2004,Athens,PISAREVSKY Gleb,Male,RUS,Weightlifting,Heavyweight (≤105 kilograms) - Men,Bronze
Summer,2004,Athens,BERESTOV Dmitry,Male,RUS,Weightlifting,Heavyweight (≤105 kilograms) - Men,Gold
Summer,2004,Athens,RAZORONOV Ihor,Male,UKR,Weightlifting,Heavyweight (≤105 kilograms) - Men,Silver
Summer,2004,Athens,DIMAS Pyrros,Male,GRE,Weightlifting,Light-Heavyweight (≤85 kilograms) - Men,Bronze
Summer,2004,Athens,ASANIDZE Giorgi,Male,GEO,Weightlifting,Light-Heavyweight (≤85 kilograms) - Men,Gold
Summer,2004,Athens,RYBAKOU Andrei,Male,BLR,Weightlifting,Light-Heavyweight (≤85 kilograms) - Men,Silver
Summer,2004,Athens,PESHALOV Nikolay,Male,CRO,Weightlifting,Lightweight (≤69 kilograms) - Men,Bronze
Summer,2004,Athens,ZHANG Guozheng,Male,CHN,Weightlifting,Lightweight (≤69 kilograms) - Men,Gold
Summer,2004,Athens,LEE Bae-Yeong,Male,KOR,Weightlifting,Lightweight (≤69 kilograms) - Men,Silver
Summer,2004,Athens,TYUKIN Eduard,Male,RUS,Weightlifting,Middle-Heavyweight (≤94 kilograms) - Men,Bronze
Summer,2004,Athens,DOBREV Milen,Male,BUL,Weightlifting,Middle-Heavyweight (≤94 kilograms) - Men,Gold
Summer,2004,Athens,AKKAYEV Khadzhimurat,Male,RUS,Weightlifting,Middle-Heavyweight (≤94 kilograms) - Men,Silver
Summer,2004,Athens,ARABACIOĞLU Reyhan,Male,TUR,Weightlifting,Middleweight (≤77 kilograms) - Men,Bronze
Summer,2004,Athens,SAĞIR Taner,Male,TUR,Weightlifting,Middleweight (≤77 kilograms) - Men,Gold
Summer,2004,Athens,FILIMONOV Sergey,Male,KAZ,Weightlifting,Middleweight (≤77 kilograms) - Men,Silver
Summer,2004,Athens,ÇOLAKOV Veliçko,Male,BUL,Weightlifting,Super-Heavyweight (>105 kilograms) - Men,Bronze
Summer,2004,Athens,REZA ZADEH Hossein,Male,IRI,Weightlifting,Super-Heavyweight (>105 kilograms) - Men,Gold
Summer,2004,Athens,ŠČERBATIHS Viktors,Male,LAT,Weightlifting,Super-Heavyweight (>105 kilograms) - Men,Silver
Summer,2004,Athens,MIRANDA Patricia,Female,USA,Wrestling,Flyweight Freestyle (≤48 kilograms) - Women,Bronze
Summer,2004,Athens,MERLENI-MYKULCHYN Iryna,Female,UKR,Wrestling,Flyweight Freestyle (≤48 kilograms) - Women,Gold
Summer,2004,Athens,ICHO Chiharu,Female,JPN,Wrestling,Flyweight Freestyle (≤48 kilograms) - Women,Silver
Summer,2004,Athens,HAMAGUCHI Kyoko,Female,JPN,Wrestling,Heavyweight Freestyle (≤72 kilograms) - Women,Bronze
Summer,2004,Athens,WANG Xu,Female,CHN,Wrestling,Heavyweight Freestyle (≤72 kilograms) - Women,Gold
Summer,2004,Athens,MANYUROVA Gyuzel,Female,RUS,Wrestling,Heavyweight Freestyle (≤72 kilograms) - Women,Silver
Summer,2004,Athens,GOMIS Anna,Female,FRA,Wrestling,Lightweight Freestyle (≤55 kilograms) - Women,Bronze
Summer,2004,Athens,YOSHIDA Saori,Female,JPN,Wrestling,Lightweight Freestyle (≤55 kilograms) - Women,Gold
Summer,2004,Athens,VERBEEK Tonya,Female,CAN,Wrestling,Lightweight Freestyle (≤55 kilograms) - Women,Silver
Summer,2004,Athens,LEGRAND Lise,Female,FRA,Wrestling,Middleweight Freestyle (≤63 kilograms) - Women,Bronze
Summer,2004,Athens,ICHO Kaori,Female,JPN,Wrestling,Middleweight Freestyle (≤63 kilograms) - Women,Gold
Summer,2004,Athens,MCMANN Sara,Female,USA,Wrestling,Middleweight Freestyle (≤63 kilograms) - Women,Silver
Summer,2004,Athens,TANABE Chikara,Male,JPN,Wrestling,Featherweight Freestyle (≤55 kilograms) - Men,Bronze
Summer,2004,Athens,BATYROV Mavlet,Male,RUS,Wrestling,Featherweight Freestyle (≤55 kilograms) - Men,Gold
Summer,2004,Athens,ABAS Stephen,Male,USA,Wrestling,Featherweight Freestyle (≤55 kilograms) - Men,Silver
Summer,2004,Athens,KIOUREGKIAN Artyom,Male,GRE,Wrestling,Featherweight Greco-Roman (≤55 kilograms) - Men,Bronze
Summer,2004,Athens,MAJOROS István,Male,HUN,Wrestling,Featherweight Greco-Roman (≤55 kilograms) - Men,Gold
Summer,2004,Athens,MAMEDALIYEV Geydar,Male,RUS,Wrestling,Featherweight Greco-Roman (≤55 kilograms) - Men,Silver
Summer,2004,Athens,HEIDARI Ali Reza,Male,IRI,Wrestling,Heavyweight Freestyle (≤96 kilograms) - Men,Bronze
Summer,2004,Athens,GATSALOV Khadzhimurat,Male,RUS,Wrestling,Heavyweight Freestyle (≤96 kilograms) - Men,Gold
Summer,2004,Athens,IBRAGIMOV Magomed,Male,UZB,Wrestling,Heavyweight Freestyle (≤96 kilograms) - Men,Silver
Summer,2004,Athens,ÖZAL Mehmet,Male,TUR,Wrestling,Heavyweight Greco-Roman (≤96 kilograms) - Men,Bronze
Summer,2004,Athens,GABER Karam,Male,EGY,Wrestling,Heavyweight Greco-Roman (≤96 kilograms) - Men,Gold
Summer,2004,Athens,NOZADZE Ramaz,Male,GEO,Wrestling,Heavyweight Greco-Roman (≤96 kilograms) - Men,Silver
Summer,2004,Athens,SAZHIDOV Sazhid,Male,RUS,Wrestling,Light-Heavyweight Freestyle (≤84 kilograms) - Men,Bronze
Summer,2004,Athens,SANDERSON Cael,Male,USA,Wrestling,Light-Heavyweight Freestyle (≤84 kilograms) - Men,Gold
Summer,2004,Athens,MUN Ui-Je,Male,KOR,Wrestling,Light-Heavyweight Freestyle (≤84 kilograms) - Men,Silver
Summer,2004,Athens,MAKARANKA Viachaslau,Male,BLR,Wrestling,Light-Heavyweight Greco-Roman (≤84 kilograms) - Men,Bronze
Summer,2004,Athens,MISHIN Aleksey,Male,RUS,Wrestling,Light-Heavyweight Greco-Roman (≤84 kilograms) - Men,Gold
Summer,2004,Athens,ABRAHAMIAN Ara,Male,SWE,Wrestling,Light-Heavyweight Greco-Roman (≤84 kilograms) - Men,Silver
Summer,2004,Athens,INOUE Kenji,Male,JPN,Wrestling,Lightweight Freestyle (≤60 kilograms) - Men,Bronze
Summer,2004,Athens,QUINTANA Yandro,Male,CUB,Wrestling,Lightweight Freestyle (≤60 kilograms) - Men,Gold
Summer,2004,Athens,MOSTAFA JOKAR Masoud,Male,IRI,Wrestling,Lightweight Freestyle (≤60 kilograms) - Men,Silver
Summer,2004,Athens,NAZARYAN Armen,Male,BUL,Wrestling,Lightweight Greco-Roman (≤60 kilograms) - Men,Bronze
Summer,2004,Athens,JEONG Ji-Hyeon,Male,KOR,Wrestling,Lightweight Greco-Roman (≤60 kilograms) - Men,Gold
Summer,2004,Athens,MONZÓN Roberto,Male,CUB,Wrestling,Lightweight Greco-Roman (≤60 kilograms) - Men,Silver
Summer,2004,Athens,FUNDORA Iván,Male,CUB,Wrestling,Middleweight Freestyle (≤74 kilograms) - Men,Bronze
Summer,2004,Athens,SAYTIYEV Buvaysar,Male,RUS,Wrestling,Middleweight Freestyle (≤74 kilograms) - Men,Gold
Summer,2004,Athens,LALIYEV Gennady,Male,KAZ,Wrestling,Middleweight Freestyle (≤74 kilograms) - Men,Silver
Summer,2004,Athens,SAMURGASHEV Varteres,Male,RUS,Wrestling,Middleweight Greco-Roman (≤74 kilograms) - Men,Bronze
Summer,2004,Athens,DOKTURISHVILI Aleksandr,Male,UZB,Wrestling,Middleweight Greco-Roman (≤74 kilograms) - Men,Gold
Summer,2004,Athens,YLI-HANNUKSELA Marko,Male,FIN,Wrestling,Middleweight Greco-Roman (≤74 kilograms) - Men,Silver
Summer,2004,Athens,POLATÇI Aydın,Male,TUR,Wrestling,Super-Heavyweight Freestyle (≤120 kilograms) - Men,Bronze
Summer,2004,Athens,TAYMAZOV Artur,Male,UZB,Wrestling,Super-Heavyweight Freestyle (≤120 kilograms) - Men,Gold
Summer,2004,Athens,REZAEI Ali Reza,Male,IRI,Wrestling,Super-Heavyweight Freestyle (≤120 kilograms) - Men,Silver
Summer,2004,Athens,GARDNER Rulon,Male,USA,Wrestling,Super-Heavyweight Greco-Roman (≤120 kilograms) - Men,Bronze
Summer,2004,Athens,BAROYEV Khasan,Male,RUS,Wrestling,Super-Heavyweight Greco-Roman (≤120 kilograms) - Men,Gold
Summer,2004,Athens,TSURTSUMIA Georgy,Male,KAZ,Wrestling,Super-Heavyweight Greco-Roman (≤120 kilograms) - Men,Silver
Summer,2004,Athens,MURTAZALIYEV Makhach,Male,RUS,Wrestling,Welterweight Freestyle (≤66 kilograms) - Men,Bronze
Summer,2004,Athens,TEDIEIEV Elbrus,Male,UKR,Wrestling,Welterweight Freestyle (≤66 kilograms) - Men,Gold
Summer,2004,Athens,KELLY Jamill,Male,USA,Wrestling,Welterweight Freestyle (≤66 kilograms) - Men,Silver
Summer,2004,Athens,MANUKYAN Mkhitar,Male,KAZ,Wrestling,Welterweight Greco-Roman (≤66 kilograms) - Men,Bronze
Summer,2004,Athens,MƏNSUROV Fərid,Male,AZE,Wrestling,Welterweight Greco-Roman (≤66 kilograms) - Men,Gold
Summer,2004,Athens,EROĞLU Şeref,Male,TUR,Wrestling,Welterweight Greco-Roman (≤66 kilograms) - Men,Silver
Summer,2008,Beijing,HARADA Saho,Female,JPN,Artistic Swimming,Duet - Women,Bronze
Summer,2008,Beijing,SUZUKI Emiko,Female,JPN,Artistic Swimming,Duet - Women,Bronze
Summer,2008,Beijing,DAVYDOVA Anastasiya,Female,RUS,Artistic Swimming,Duet - Women,Gold
Summer,2008,Beijing,YERMAKOVA Anastasiya,Female,RUS,Artistic Swimming,Duet - Women,Gold
Summer,2008,Beijing,MENGUAL Gemma,Female,ESP,Artistic Swimming,Duet - Women,Silver
Summer,2008,Beijing,FUENTES Andrea,Female,ESP,Artistic Swimming,Duet - Women,Silver
Summer,2008,Beijing,ZHANG Xiaohuan,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,GU Beibei,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,WANG Na,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,JIANG Tingting,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,JIANG Wenwen,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,HUANG Xuechen,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,LIU Ou,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,LUO Xi,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,SUN Qiuting,Female,CHN,Artistic Swimming,Team - Women,Bronze
Summer,2008,Beijing,DAVYDOVA Anastasiya,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,YERMAKOVA Anastasiya,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,GROMOVA Mariya,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,SHORINA Anna,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,KHASYANOVA Elvira,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,ISHCHENKO Nataliya,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,KUZHELA Olga,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,OVCHINNIKOVA Yelena,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,ROMASHINA Svetlana,Female,RUS,Artistic Swimming,Team - Women,Gold
Summer,2008,Beijing,MENGUAL Gemma,Female,ESP,Artistic Swimming,Team - Women,Silver
Summer,2008,Beijing,TIRADOS Paola,Female,ESP,Artistic Swimming,Team - Women,Silver
Summer,2008,Beijing,CORRAL Raquel,Female,ESP,Artistic Swimming,Team - Women,Silver
Summer,2008,Beijing,FUENTES Andrea,Female,ESP,Artistic Swimming,Team - Women,Silver
Summer,2008,Beijing,RODRÍGUEZ Irina,Female,ESP,Artistic Swimming,Team - Women,Silver
Summer,2008,Beijing,CABELLO Alba,Female,ESP,Artistic Swimming,Team - Women,Silver
Summer,2008,Beijing,HENRÍQUEZ Thais,Female,ESP,Artistic Swimming,Team - Women,Silver
Summer,2008,Beijing,LÓPEZ Laura,Female,ESP,Artistic Swimming,Team - Women,Silver
Summer,2008,Beijing,WANG Xin,Female,CHN,Diving,Platform - Women,Bronze
Summer,2008,Beijing,CHEN Ruolin,Female,CHN,Diving,Platform - Women,Gold
Summer,2008,Beijing,HEYMANS Emilie,Female,CAN,Diving,Platform - Women,Silver
Summer,2008,Beijing,WU Minxia,Female,CHN,Diving,Springboard - Women,Bronze
Summer,2008,Beijing,GUO Jingjing,Female,CHN,Diving,Springboard - Women,Gold
Summer,2008,Beijing,PAKHALINA Yuliya,Female,RUS,Diving,Springboard - Women,Silver
Summer,2008,Beijing,ESPINOSA Paola,Female,MEX,Diving,Synchronized Platform - Women,Bronze
Summer,2008,Beijing,ORTÍZ Tatiana,Female,MEX,Diving,Synchronized Platform - Women,Bronze
Summer,2008,Beijing,WANG Xin,Female,CHN,Diving,Synchronized Platform - Women,Gold
Summer,2008,Beijing,CHEN Ruolin,Female,CHN,Diving,Synchronized Platform - Women,Gold
Summer,2008,Beijing,COLE Bree,Female,AUS,Diving,Synchronized Platform - Women,Silver
Summer,2008,Beijing,WU Melissa,Female,AUS,Diving,Synchronized Platform - Women,Silver
Summer,2008,Beijing,KOTZIAN Ditte,Female,GER,Diving,Synchronized Springboard - Women,Bronze
Summer,2008,Beijing,FISCHER Heike,Female,GER,Diving,Synchronized Springboard - Women,Bronze
Summer,2008,Beijing,GUO Jingjing,Female,CHN,Diving,Synchronized Springboard - Women,Gold
Summer,2008,Beijing,WU Minxia,Female,CHN,Diving,Synchronized Springboard - Women,Gold
