Year,Position,Name,NOC,Time,Record
1988,-,Vaughan Smith,ZIM,53.58,
1988,-,Richard Sam Bera,INA,53.59,
1988,-,Hakan Eskioglu,TUR,53.95,
1988,-,Ignacio Escamilla,MEX,54.56,
1988,-,Magnus Olafsson,ISL,52.01,
1988,-,Jorge Fernandes Leite,BRA,52.23,
1988,-,Jean-Marie Arnould,BEL,52.26,
1988,-,Yves Clausse,LUX,52.27,
1988,-,Emanuel Nascimento Fortes,BRA,52.41,
1988,-,Feng Qiangbiao,CHN,52.45,
1988,-,Peng Siong Ang,SIN,52.53,
1988,-,Stefan Opatril,AUT,dq,
1988,-,Dano Halsall,SUI,51.21,
1988,-,Peter Rohde,DEN,51.38,
1988,-,Rodrigo Gonzalez Sesma,MEX,51.46,
1988,-,Hans Kroes,NED,51.65,
1988,-,Patrick Dybiona,NED,51.79,
1988,-,Ross Anderson,NZL,51.33,
1988,-,Roberto Gleria,ITA,50.97,
1988,-,Roland Lee,GBR,51.2,
1988,-,Mihaly Richard Bodor,HUN,52.77,
1988,-,Torsten Wiegel,FRG,51.02,
1988,-,Christophe Kalfayan,FRA,51.05,
1988,-,Steffen Zesner,GDR,50.73,
1988,-,Andrew Jameson,GBR,51.18,
1988,-,Petr Kladiva,TCH,51.39,
1988,-,Shen Jianqiang,CHN,51.4,
1984,1, Ambrose Gaines,USA,49.8,OR
1984,2, Mark Stockwell,AUS,50.24,
1984,3, Per Johansson,SWE,50.31,
1984,4, Michael Heath,USA,50.41,
1984,5, Dano Halsall,SUI,50.5,
1984,6, Stephan Caron,FRA,50.7,
1984,7, Alberto Mestre Sosa,VEN,50.7,
1984,8, Dirk Korthals,FRG,50.93,
1984,9, Peng Siong Ang,SIN,51.09,
1984,10, Stefan Volery,SUI,51.42,
1984,11, David Lowe,GBR,51.48,
1984,12, Fabrizio Rampazzo,ITA,51.56,
1984,13, Hans Kroes,NED,51.64,
1984,14, Thomas Leidström,SWE,51.64,
1984,15, Edsard Schlingemann,NED,51.74,
1984,16, Peter Rohde,DEN,51.98,
1984,-,Paul Easter,GBR,51.83,
1984,-,Alexander Pilhatsch,AUT,52.25,
1984,-,Li Khai Kam,HKG,53.48,
1984,-,Jin Gee Oon,SIN,54.17,
1984,-,Ingi Jonsson,ISL,56.31,
1984,-,Rami Kantari,LIB,01:02.0,
1984,-,Franz Mortensen,DEN,52.22,
1984,-,Satoshi Sumida,JPN,53.83,
1984,-,William Wilson,PHI,54.63,
1984,-,Evert Kroon,AHO,55.2,
1984,-,Percy Sayegh,LIB,01:01.9,
1984,-,Cyro Marques Delgado,BRA,51.74,
1984,-,Antonio Portela,PUR,52.47,
1984,-,Hilton Woods,AHO,53.92,
1984,-,Erik Rosskopf,ISV,54.8,
1984,-,Rodrigo Leal Castillo,GUA,56.8,
1984,-,Michael Delany,AUS,51.22,
1984,-,Ronald Menezes,BRA,52.49,
1984,-,Miao Michael,TPE,52.76,
1984,-,Shigeo Ogata,JPN,52.96,
1984,-,Collier Woolard,ISV,55.67,
1984,-,Ernesto Jose Degenhart,GUA,57.2,
1984,-,Blair Hicken,CAN,52.74,
1984,-,Mu Lati,CHN,52.82,
1984,-,Sean Nottage,BAH,53.66,
1984,-,Gökhan Attaroglu,TUR,54.22,
1984,-,Ahmed Said,EGY,55.01,
1984,-,Samuela Tupou,FIJ,55.85,
1984,-,Rodolfo Torres,HON,01:00.9,
1984,-,Ramiro Estrada,MEX,52.07,
1984,-,Kemal Sadri Özün,TUR,53.39,
1984,-,Anthony Nesty,SUR,54.99,
1984,-,Khaled Al Affas,KUW,56.91,
1984,-,Domongos Chivavele,MOZ,01:01.4,
1984,-,Fernando Canales,PUR,51.75,
1984,-,Alexander Schowtka,FRG,51.78,
1984,-,Fernando Rodriguez,PER,54.61,
1984,-,Cesar Sanchez,MEX,54.94,
1984,-,Gordon Scarlett,JAM,55.34,
1984,-,Jean-Luc Adorno,MON,56.38,
1984,-,Trevor Ncala,SWZ,58.22,
1984,-,Marco Colombo,ITA,52.34,
1984,-,Fabian Ferrari,ARG,52.69,
1984,-,Lukman Niode,INA,54.1,
1984,-,Warren Sorby,FIJ,56.75,
1984,-,Hamad Bader,BRN,58.16,
1984,-,David Churchill,CAN,51.85,
1984,-,Shen Jianqiang,CHN,52.84,
1984,-,Mohamed Youssef,EGY,53.19,
1984,-,Deryck Marks,JAM,54.63,
1984,-,Michele Piva,SMR,59.26,
1984,-,Daniel Mulumba,UGA,01:07.9,
1980,1, Jörg Woithe,GDR,50.4,
1980,2, Per Holmertz,SWE,50.91,
1980,3, Per Johansson,SWE,51.29,
1980,4, Sergey Koplyakov,URS,51.34,
1980,5, Raffaele Franceschi,ITA,51.69,
1980,6, Sergey Krasyuk,URS,51.8,
1980,7, Rene Ecuyer,FRA,52.01,
1980,8, Graeme Brewer,AUS,52.22,
1980,-,Per Wikström,SWE,52.15,
1980,-,Mark Tonelli,AUS,52.17,
1980,-,Sergey Smiryagin,URS,52.18,
1980,-,Martin Smith,GBR,52.41,
1980,-,Jorge Fernandes Leite,BRA,52.91,
1980,-,David Lopez-Zubero,ESP,52.18,
1980,-,Neil Brooks,AUS,52.7,
1980,-,Cornelis Vervoorn,NED,52.73,
1980,-,Stefan Volery,SUI,52.68,
1980,-,Fabrizio Rampazzo,ITA,52.71,
1980,-,Rui Pinto Abreu,POR,52.85,
1980,-,Gabor Meszaros,HUN,54.41,
1980,-,Abdulwahab Werfeli,LBA,01:01.5,
1980,-,Bilall Yamouth,LIB,01:03.5,
1980,-,Mark Taylor,GBR,52.65,
1980,-,Paolo Revelli,ITA,52.74,
1980,-,Guy Goosen,ZIM,52.87,
1980,-,Yulian Vasilev,BUL,53.61,
1980,-,Laris Phylactou,CYP,57.41,
1980,-,Jorge Lima,ANG,59.39,
1980,-,Ramon Lavin,ESP,53.45,
1980,-,Tsvetan Golomeev,BUL,53.5,
1980,-,Mohamed Halimi,ALG,55.16,
1980,-,Zoe Andrianifaha,MAD,01:04.9,
1980,-,Alberto Mestre Sosa,VEN,52.62,
1980,-,Cyro Marques Delgado,BRA,53,
1980,-,Adham Hemdan,KUW,53,
1980, ,David Cummins,IRL,dns,
1980,-,Herwig Bayer,AUT,52.79,
1980,-,Frank Kühne,GDR,52.93,
1980,-,Ve To Van,VIE,56.75,
1980,-,Edgar Martins,MOZ,01:06.2,
1976,1, Jim Montgomery,USA,49.99,WR
1976,2, Jack Babashoff,USA,50.81,
1976,3, Peter Nocke,FRG,51.31,
1976,4, Klaus Steinbach,FRG,51.68,
1976,5, Marcello Guarducci,ITA,51.7,
1976,6, Joe Bottom,USA,51.79,
1976,7, Vladimir Bure,URS,52.03,
1976,8, Andrei Krylov,URS,52.15,
1976,-,Roberto Pangaro,ITA,52.68,
1976,-,Stephen Pickell,CAN,52.89,
1976,-,Rene Ecuyer,FRA,52.92,
1976,-,Andrey Bogdanov,URS,53.05,
1976,-,Michel Rousseau,FRA,52.36,
1976,-,Gary McDonald,CAN,52.96,
1976,-,Martin Smith,GBR,53.11,
1976,-,Svante Rasmuson,SWE,53.34,
1976,-,Stefan Gheorghiev,ROU,53.85,
1976,-,Roger Pyttel,GDR,53.93,
1976,-,Dirk Braunleder,FRG,54.04,
1976,-,Jordi Comas,ESP,54.05,
1976,-,Mark Crocker,HKG,54.14,
1976,-,Kozo Higuchi,JPN,54.67,
1976,-,Ramon Volcan,VEN,53.53,
1976,-,Helmut Levy Quintero,COL,54.6,
1976,-,Kristiono Sumono,INA,55.5,
1976,-,Jorge Delgado,ECU,53.91,
1976,-,Neil Rogers,AUS,53.96,
1976,-,Paul Jouanneau,BRA,54.49,
1976,-,Campari Knoepffler,NCA,58.48,
1976,-,Glenn Patching,AUS,53.29,
1976,-,Gerardo Rosario,PHI,56,
1976,-,Bruce Robertson,CAN,53.37,
1976,-,Peter Coughlan,AUS,53.49,
1976,-,Dan Larsson,SWE,53.81,
1976,-,Gianni Versari,PAN,54.11,
1976,-,Steven Newkirk,ISV,55.43,
1976,-,Kevin Burns,GBR,53.23,
1976,-,Fritz Warncke,NOR,53.55,
1976,-,Fernando Canales,PUR,55.31,
1976,-,Jose Gomes Pereira,POR,55.46,
1976,-,Sigurdur Olafsson,ISL,56.01,
1972,1, Mark Spitz,USA,51.22,WR
1972,2, Jerry Heidenreich,USA,51.65,
1972,3, Vladimir Bure,URS,51.77,
1972,4, John Murphy,USA,52.08,
1972,5, Michael  Wenden,AUS,52.41,
1972,6, Igor Grivennikov,URS,52.44,
1972,7, Michel Rousseau,FRA,52.9,
1972,8, Klaus Steinbach,FRG,52.92,
1972,-,Jose Diniz Aranha,BRA,53.47,
1972,-,Brian Phillips,CAN,53.73,
1972,-,Peter Bruch,GDR,53.97,
1972,-,Kersten Meier,FRG,54.35,
1972,-,Robert Kasting,CAN,53.62,
1972,-,Georgy Kulikov,URS,53.68,
1972,-,Jorge Comas,ESP,53.92,
1972,-,Gregory Rogers,AUS,54.26,
1972,-,Ruy Aquino Oliveira,BRA,54.26,
1972,-,Gilles Vigne,FRA,54.34,
1972,-,Wilfried Hartung,GDR,54.37,
1972,-,Malcolm Windeatt,GBR,54.7,
1972,-,Geoffrey Ferreira,TTO,56.27,
1972,-,Roberto Strauss,MEX,56.78,
1972, ,Anders Bellbring,SWE,dns,
1972,-,Colin Herring,NZL,54.41,
1972,-,Alain Hermitte,FRA,54.57,
1972,-,Istvan Szentirmay,HUN,54.71,
1972,-,Antonio Ferracuti,ESA,56.69,
1972,-,Sandro Rudan,YUG,56.91,
1972,-,Bruno Bassoul,LIB,01:00.1,
1972,-,Hanspeter Würmli,SUI,55.08,
1972,-,Neil Rogers,AUS,55.32,
1972,-,Samnang Prak,CAM,59.18,
1972,-,Hartmut Flöckner,GDR,54.36,
1972,-,Bruce Robertson,CAN,54.76,
1972,-,Feridun Aybars,TUR,59.32,
1972,-,Paulo Zanetti,BRA,54.97,
1972,-,Brian Brinkley,GBR,55.06,
1972,-,Zbigniew Pacelt,POL,55.97,
1972,-,Andrew Hunter,IRL,56.09,
1972,-,Abdullah Zeyab,KUW,01:03.9,
1972,-,Gerhard Schiller,FRG,54.28,
1972,-,Attila Csaszari,HUN,55.37,
1972,-,Finnur Gardarsson,ISL,55.53,
1972,-,Salvador Vilanova,ESA,56.57,
1972,-,Man Chui Wong,HKG,57.53,
1972,-,Fritz Warncke,NOR,54.41,
1972,-,Roberto Pangaro,ITA,54.74,
1972,-,Marian Slavic,ROU,55.35,
1972,-,Jorge van Balen,VEN,57.2,
1968,1, Michael  Wenden,AUS,52.2,WR
1968,2, Kenneth Walsh,USA,52.8,
1968,3, Mark Spitz,USA,53,
1968,4, Robert McGregor,GBR,53.5,
1968,5, Leonid Ilyichev,URS,53.8,
1968,6, Georgy Kulikov,URS,53.8,
1968,7, Luis Nicolao,ARG,53.9,
1968,8, Zachary Zorn,USA,53.9,
1968,-,Gregory Rogers,AUS,54.9,
1968,-,Sergei Gusev,URS,55.2,
1968,-,Kunihiro Iwasaki,JPN,55.8,
1968,-,Gary Goodner,PUR,55.8,
1968,-,Olaf von Schilling,FRG,55.9,
1968,-,Wolfgang Kremer,FRG,54.3,
1968,-,Erik Lester Eriksson,SWE,54.9,
1968,-,Jose Chicoy,ESP,54.9,
1968,-,Francois Simons,BEL,55.3,
1968,-,Roosevelt Abdulgafur,PHI,55.9,
1968,-,Michel Rousseau,FRA,54.5,
1968,-,Robert Windle,AUS,54.6,
1968,-,John Gilchrist,CAN,54.8,
1968,-,Gabor Kucsera,HUN,55,
1968,-,Pietro Boscaini,ITA,55.6,
1968,-,Michael Turner,GBR,55.6,
1968,-,Bernard Gruener,FRA,56.2,
1968,-,Pano Caperonis,SUI,56.2,
1968,-,Ørjan Madsen,NOR,56.3,
1968,-,Donnacha O'Dea,IRL,59.5,
1968,-,Lee Tong-shing,TPE,01:01.0,
1968,-,Jose Alvarado,ESA,01:02.0,
1968,-,Jose Diniz Aranha,BRA,56.8,
1968,-,Mario Santibanez,MEX,57,
1968,-,Andrew Loh,HKG,01:00.7,
1968,-,Luis Aguilar,CRC,01:04.5,
1968,-,Rafael Cal,MEX,56.5,
1968,-,Peter Schmid,AUT,57.1,
1968,-,Man Chui Wong,HKG,58,
1968,-,Fernando Gonzalez,ECU,58.6,
1968,-,Csaba Csatlos,HUN,56.6,
1968,-,Herman Verbauwen,BEL,57.5,
1968,-,Federico Sicard,COL,59,
1968,-,Yacoub Masboungi,LIB,01:00.5,
1968,-,Carlos van der Maath,ARG,56.4,
1968,-,Angus Edghill,BAR,58.1,
1968,-,Michael Goodner,PUR,58.2,
1968,-,Salvador Vilanova,ESA,59.6,
1968,-,Michele D'Oppido,ITA,57.3,
1968,-,Gregorio Fiallo,CUB,58.2,
1968,-,Geoffrey Ferreira,TTO,58.9,
1968,-,Robert Loh,HKG,01:01.1,
1968,-,Luis Ayesa,PHI,56.2,
1968,-,Salvador Ruiz,MEX,56.4,
1968,-,Paul Nash,JAM,59,
1968,-,Jose Martinez,CUB,01:00.4,
1968,-,Glen Finch,CAN,56,
1968,-,Jose Ferraioli,PUR,56.1,
1968,-,Ricardo Gonzalez,COL,57,
1968,-,Masayuki Osawa,JPN,56.5,
1968,-,Anthony Jarvis,GBR,56.5,
1968,-,Peter Schorning,FRG,56.9,
1968,-,Gerard Letast,FRA,57.2,
1968,-,Amnon Krauz,ISR,57.2,
1968,-,Gudmundur Gislason,ISL,58.6,
1968,-,Ernesto Duron,ESA,01:03.8,
1964,1, Donald Schollander,USA,53.4,OR
1964,2, Robert McGregor,GBR,53.5,
1964,3, Hans-Joachim Klein,GER,54,
1964,4, Gary Steven Ilman,USA,54,
1964,5, Alain Gotvalles,FRA,54.2,
1964,6, Michael McKay Austin,USA,54.5,
1964,7, Gyula Dobay,HUN,54.9,
1964,8, Uwe Jacobsen,GER,56.1,
1964,-,Yukiaki Okabe,JPN,55.2,
1964,-,Daniel Sherry,CAN,55.5,
1964,-,Tadaharu Goto,JPN,55.6,
1964,-,Ronald Kroon,NED,55.7,
1964,-,Horst Löffler,GER,56,
1964,-,Pietro Boscaini,ITA,56.1,
1964,-,Per-Ola Lindberg,SWE,55.4,
1964,-,Jindrich Vagner,TCH,55.5,
1964,-,Gerard Gropaiz,FRA,55.7,
1964,-,John Gilchrist,CAN,56.4,
1964,-,Robert Thomas Lord,GBR,56.5,
1964,-,David Dickson,AUS,54.9,
1964,-,Vladimir Shuvalov,URS,55.8,
1964,-,Tatsuo Fujimoto,JPN,55.8,
1964,-,Bengt-Olof Nordvall,SWE,56.4,
1964,-,John Ryan,AUS,56.5,
1964,-,Athos de Oliveira,BRA,56,
1964,-,Levinus van Baalen,NED,56.8,
1964,-,Bruno Bianchi,ITA,56.8,
1964,-,Ralph Hutton,CAN,57.7,
1964,-,Kim Bong-jo,KOR,1.01.2,
1964,-,Jean-Pascal Curtillet,FRA,56.2,
1964,-,Matti Kasvice,FIN,56.3,
1964,-,Alvaro De Avila,BRA,56.8,
1964,-,Teodoro Capriles,VEN,57.2,
1964,-,Thuan Heng Tan,MAS,58.7,
1964,-,Luis Nicolao,ARG,56.1,
1964,-,Jose Espinosa,ESP,57.4,
1964,-,Herlander Ribeiro,POR,59,
1964,-,Somchai Limpichati,THA,59.8,
1964,-,Peter Phelps,AUS,56.1,
1964,-,Erik Lester Eriksson,SWE,56.2,
1964,-,Yury Sumtsov,URS,56.3,
1964,-,Francois Simons,BEL,56.8,
1964,-,Carlos van der Maath,ARG,57.5,
1964,-,Nguyen Dinh Le,VIE,1.01.1,
1964,-,Petr Lohnicky,TCH,56.4,
1964,-,Gerhard Wieland,AUT,56.8,
1964,-,Antonio Perez,ESP,57.8,
1964,-,Mauri Fernandes,BRA,59.6,
1964,-,Georges Welbes,LUX,58.6,
1964,-,Pertti Vaahtoranta,FIN,58.7,
1964,-,Gudmundur Gislason,ISL,59,
1964,-,Gert Kolli,AUT,56.5,
1964,-,David Haller,GBR,57.7,
1964,-,Bertus Sitters,NED,58.1,
1964,-,Luis Paz Soldan,PER,58.5,
1964,-,Robert Loh,HKG,1.00.4,
1964,-,Jozsef Gulrich,HUN,56.3,
1964,-,Tuomo Hämäläinen,FIN,57.6,
1964,-,Salvador Ruiz,MEX,58.8,
1964,-,Pano Caperonis,SUI,58.9,
1964,-,Viktor Semchenkov,URS,56.2,
1964,-,Antal Szall,HUN,56.8,
1964,-,Sergio De Gregorio,ITA,56.8,
1964,-,Phan Huu Dong,VIE,1.01.1,
1964,-,Celestino Perez,PUR,1.01.3,
1964,-,Haydar Shonjani,IRI,1.02.1,
1960,1, John Devitt,AUS,55.2,OR
1960,2, Lance Larson,USA,55.2,
1960,3, Manuel dos Santos,BRA,55.4,
1960,4, Bruce Hunter,USA,56.3,
1960,5, Gyula Dobay,HUN,56.3,
1960,6, Richard Pound,CAN,56.3,
1960,7, Aubrey Burer,RSA,56.3,
1960,8, Per-Ola Lindberg,SWE,57.1,
1960,-,Keigo Shimizu,JPN,57.1,
1960,-,Igor Luzhkovsky,URS,57.5,
1960,-,Cameron Grout,CAN,58,
1960,-,Paul Völl,GER,58.4,
1960,-,Alain Gotvalles,FRA,58.5,
1960,-,Andrzej Salamon,POL,56.9,
1960,-,Jon Henricks,AUS,57.2,
1960,-,Uwe Jacobsen,GER,57.4,
1960,-,Laszlo Lantos,HUN,58,
1960,-,Vitaly Sorokin,URS,58.7,
1960,-,Jorge Escalante,MEX,59,
1960,-,Karri Käyhkö,FIN,56.6,
1960,-,Katsuki Ishihara,JPN,57.8,
1960,-,Bernard Aluchna,POL,57.8,
1960,-,Ronald Kroon,NED,57.9,
1960,-,Ezio Della Savia,ITA,58.4,
1960,-,Gert Kölli,AUT,58.3,
1960,-,Herlander Ribeiro,POR,01:00.2,
1960,-,Leopoldo Rodes,ESP,01:00.7,
1960,-,Rene Wagner,LUX,01:04.3,
1960,-,Achmad Dimyati,INA,59.1,
1960,-,Luis Nicolao,ARG,01:00.2,
1960,-,Seow Jit Fong,MAS,01:03.4,
1960,-,Alfred Grixti,MLT,01:07.8,
1960,-,Gerard Gropaiz,FRA,59.3,
1960,-,Peter Bärtschi,SUI,01:02.9,
1960,-,Bengt Nordwall,SWE,58.5,
1960,-,Jan Bouwman,NED,58.8,
1960,-,Amiram Trauber,ISR,59.7,
1960,-,Kin Man Cheung,HKG,01:01.1,
1960,-,Stanley Clarke,GBR,59.1,
1960,-,Fernando de Abreu,BRA,01:00.1,
1960,-,Gudmundur Gislason,ISL,01:00.8,
1960,-,Freddie Elizalde,PHI,01:03.0,
1960,-,Christopher Dowling,MLT,01:08.9,
1960,-,Ruben Roca,CUB,58.3,
1960,-,Janez Kocmur,YUG,58.7,
1960,-,Giorgio Perondini,ITA,58.9,
1960,-,Huu Dong Phan,VIE,01:01.3,
1960,-,Ünsal Fikirci,TUR,01:03.0,
1960,-,William O'Donnell,GBR,59.2,
1960,-,Gojko Arneri,YUG,01:00.5,
1960,-,Itzhak Luria,ISR,01:00.9,
1956,1, Jon Henricks,AUS,55.4,OR
1956,2, John Devitt,AUS,55.8,
1956,3, Gary Chapman,AUS,56.7,
1956,4, Reid Patterson,USA,57.2,
1956,5, Richard Hanley,USA,57.6,
1956,6, William Woolsey,USA,57.6,
1956,7, Atsushi Tani,JPN,58,
1956,8, Aldo Eminente,FRA,58.1,
1956,-,Hiroshi Suzuki,JPN,58,
1956,-,Vitaly Sorokin,URS,58.2,
1956,-,Paolo Pucci,ITA,58.8,
1956,-,Carlo Pedersoli,ITA,59,
1956,-,Gyula Dobay,HUN,58.1,
1956,-,Manabu Koga,JPN,58.1,
1956,-,Paul Voell,GER,58.6,
1956,-,Ronald Roberts,GBR,58.9,
1956,-,William Steuart,RSA,59.2,
1956,-,Lev Balandin,URS,59.6,
1956,-,Hans Köhler,GER,59.8,
1956,-,Karri Käyhkö,FIN,59.8,
1956,-,Andre Laurent,BEL,01:00.7,
1956,-,Kin Man Cheung,HKG,59.8,
1956,-,Horst Bleeker,GER,01:00.1,
1956,-,Sergio Martinez,COL,01:00.2,
1956,-,Peter Duncan,RSA,01:00.4,
1956,-,Kenneth Williams,GBR,59.4,
1956,-,Dennis Ford,RSA,59.5,
1956,-,Sri Chand Bajaj,IND,01:01.6,
1956,-,Haroldo de Melo Lara,BRA,59.9,
1956,-,Habib Nasution,INA,01:00.1,
1956,-,Alexandre Jany,FRA,01:00.2,
1956,-,George Park,CAN,58.8,
1956,-,Dakula Arabani,PHI,01:00.2,
1956,-,Wan Shiu Ming,HKG,01:00.7,
1952,1, Clarke Scholes,USA,57.4,
1952,2, Hiroshi Suzuki,JPN,57.4,
1952,3, Göran Larsson,SWE,58.2,
1952,4, Toru Goto,JPN,58.5,
1952,5, Geza Kadas,HUN,58.6,
1952,6, Rex Aubrey,AUS,58.7,
1952,7, Aldo Eminente,FRA,58.7,
1952,8, Ronald Gora,USA,58.8,
1952,-,Yoshihiro Hamaguchi,JPN,58.3,
1952,-,Carlo Pedersoli,ITA,58.9,
1952,-,John Wardrop,GBR,59.4,
1952,-,Endel Edasi,URS,59.8,
1952,-,Nicasio Silveiro Ferrer,CUB,59.9,
1952,-,Richard Cleveland,USA,58.6,
1952,-,Lev Balandin,URS,58.8,
1952,-,Joris Tjebbes,NED,59.8,
1952,-,John Durr,RSA,01:00.2,
1952,-,Thomas Welsh,GBR,01:00.3,
1952,-,Kin Man Cheung,HKG,01:00.9,
1952,-,Alexandre Jany,FRA,58.9,
1952,-,Lucien Beaumont,CAN,59.3,
1952,-,György Ipacs,HUN,59.4,
1952,-,Ronald Roberts,GBR,59.5,
1952,-,Vladimir Skomarovsky,URS,01:01.1,
1952,-,Iosif Novac,ROU,01:00.5,
1952,-,Rene Muniz,MEX,01:00.5,
1952,-,Leo Telivuo,FIN,01:02.0,
1952,-,Ricardo Conde,ESP,01:02.6,
1952,-,Nahum Buch,ISR,01:05.6,
1952,-,Olle Johansson,SWE,01:00.5,
1952,-,Neo Chwee Kok,SIN,01:00.6,
1952,-,Frank O'Neill,AUS,01:00.6,
1952,-,Francisco Monteiro,HKG,1.03.1,
1952,-,Robert Cook,BER,01:04.1,
1952,-,Hernan Aviles,CHI,01:02.8,
1952,-,Walter Bardgett,BER,01:04.4,
1952,-,Federico Zwanck,ARG,01:01.2,
1952,-,Haroldo de Melo Lara,BRA,01:01.2,
1952,-,Fernando Madeira,POR,01:02.6,
1952,-,Isaac Monsoor,IND,01:10.8,
1952,-,Juan Lanz,MEX,01:00.9,
1952,-,Michel Vandamme,FRA,01:00.9,
1952,-,Pentti Ikonen,FIN,01:01.1,
1952,-,Oscar Saiz,VEN,01:01.7,
1952,-,Abdel El-Shafei,EGY,01:02.0,
1952,-,Roberto Queralt,ESP,01:01.6,
1952,-,Aram Boghossian,BRA,01:02.0,
1952,-,Mauno Valkeinen,FIN,01:02.5,
1952,-,Phan Nguyen Van,VIE,01:05.0,
1952,-,Alberto Isaac,MEX,01:01.4,
1952,-,Marcello Trabucco,ARG,01:01.5,
1952,-,Dorri El-Said,EGY,01:02.3,
1952,-,Guilherme Duarte,POR,01:03.7,
1952,-,Michel Currat,SUI,01:07.2,
1952,-,Dennis Ford,RSA,01:01.3,
1952,-,Per Olsen,NOR,01:02.1,
1952,-,Alfonso Buonocore,ITA,01:02.3,
1952,-,Geoffrey Marks,SRI,01:04.1,
1952,-,Peter Salmon,CAN,01:01.0,
1952,-,Lars Svantesson,SWE,01:01.4,
1952,-,José Valdes,GUA,01:04.5,
1948,1, Walter Ris,USA,57.3,OR
1948,2, Alan Ford,USA,57.8,
1948,3, Geza Kadas,HUN,58.1,
1948,4, Keith Carter,USA,58.3,
1948,5, Alexandre Jany,FRA,58.3,
1948,6, Per-Olof Olsson,SWE,59.3,
1948,7, Zoltan Szilard,HUN,59.6,
1948,8, Taha El-Gamal,EGY,01:00.5,
1948,-,Bruce Bourke,AUS,01:00.0,
1948,-,Martin Lunden,SWE,01:00.2,
1948,-,Alberto Isaac Ahumada,MEX,01:00.2,
1948,-,Aram Boghossian,BRA,01:01.0,
1948,-,Horacio White,ARG,01:00.4,
1948,-,Elemer Szathmary,HUN,01:00.5,
1948,-,Ronald Stedman,GBR,01:01.0,
1948,-,Warren Boyd,AUS,01:01.1,
1948,-,Olle Johansson,SWE,01:01.0,
1948,-,Plauto Guimaraes,BRA,01:03.7,
1948,-,Isidoro Perez,ESP,01:04.0,
1948,-,Isaac Monsoor,IND,01:06.4,
1948,-,Manuel Guerra Perez,ESP,01:00.7,
1948,-,Augusto Canton,ARG,01:01.8,
1948,-,Nicasio Silverio,CUB,01:02.0,
1948,-,Patrick Kendall,GBR,01:02.1,
1948,-,Dilip Mitra,IND,01:06.9,
1948,-,Ali Bagdadi,EGY,01:02.4,
1948,-,Eric Jubb,CAN,01:02.8,
1948,-,Sachin Nag,IND,01:03.8,
1948,-,Jesus Dominguez,ESP,01:01.3,
1948,-,Dorri Said,EGY,01:02.5,
1948,-,Fernand Martinaux,FRA,01:04.2,
1948,-,Panagiotis Khatzikyriakakis,GRE,01:07.4,
1948,-,Henri Padou Jr.,FRA,01:01.5,
1948,-,Sergio Rodrigues,BRA,01:01.6,
1948,-,Wu Chuanyu,CHN,01:03.5,
1948,-,Derek Oatway,BER,01:08.6,
1948,-,Peter Salmon,CAN,01:01.0,
1948,-,Ari Gudmundsson,ISL,01:01.6,
1948,-,Trevor Harrop,GBR,01:02.3,
1948,-,Raul Garcia Vidal,CUB,01:02.5,
1948,-,Walter Schneider,SUI,01:05.1,
1936,1, Ferenc Csik,HUN,57.6,
1936,2, Masanori Yusa,JPN,57.9,
1936,3, Shigeo Arai,JPN,58,
1936,4, Masaharu Taguchi,JPN,58.1,
1936,5, Helmut Fischer,GER,59.3,
1936,6, Peter Fick,USA,59.7,
1936,7, Arthur Lindegren,USA,59.9,
1936,-,Heikki Hietanen,FIN,01:00.5,
1936,-,Drasko Vilfan,YUG,01:00.5,
1936,-,Jirikum Adlajuddin,PHI,01:00.5,
1936,-,Morsyn Ffrench-Williams,GBR,01:01.0,
1936,-,Arthur Highland,USA,59.4,
1936,-,William Kendall,AUS,59.9,
1936,-,Hermann Heibel,GER,01:00.3,
1936,-,Aszkar Abay-Nemes,HUN,01:01.1,
1936,-,John Christensen,DEN,01:01.6,
1936,-,Romund Gabrielsen,GBR,01:01.2,
1936,-,Robert Hamerton,CAN,01:02.1,
1936,-,Paulo Tarrto,BRA,01:02.6,
1936,-,Mahmoud Kahdri,EGY,01:03.8,
1936,-,Arturo Alvarez Calderon,PER,01:04.9,
1936,-,Chan Charlie,CHN,01:06.5,
1936,-,Egon Roolaid,EST,01:01.5,
1936,-,Rene Cavalero,FRA,01:02.2,
1936,-,Sjoerd Mooi Wilten,NED,01:03.4,
1936,-,Alberto Conrad Machuca,BOL,01:17.5,
1936,-,Heiko Schwartz,GER,01:01.8,
1936,-,Frederick Munroe Bourne,CAN,01:02.4,
1936,-,Isaac dos Santos Moraes,BRA,01:03.5,
1936,-,Günther Zobernig,AUT,01:03.9,
1936,-,Ödön Grof,HUN,01:01.3,
1936,-,Hubert Leonard Spence,BER,01:01.9,
1936,-,Claude Desusclade,FRA,01:07.2,
1936,-,Rikhardos Brousalis,GRE,01:07.5,
1936,-,George Larson,CAN,01:01.5,
1936,-,Saad Zaki,EGY,01:03.7,
1936,-,Juan Paz Soldan,PER,01:05.6,
1936,-,Spyridon Mavrogiorgos,GRE,01:08.2,
1936,-,Frederick Dove,GBR,01:01.6,
1936,-,Jose Obial,PHI,01:01.7,
1936,-,Leonidas Marques da Silva,BRA,01:03.3,
1936,-,John Young,BER,01:07.8,
1936,-,Pieter Stam,NED,01:01.3,
1936,-,Poul Petersen,DEN,01:01.4,
1936,-,Roger Zirilli,SUI,01:04.1,
