Year,Position,Name,NOC,Time/Distance/Points,Record
1936,4,HUN,1 - 1 - 1,    
1936,5,GER,0 - 1 - 1,    
1924,4,ESP,1 - 3,    
1924,5,FRA,0 - 4,    
1920,GBR,13,USA,11
1920,ESP,11,4.,BEL,3
1920,-,3,BEL,3
1900,1,USA/GBR,3,3:,FRA/GBR
1900,-,FRA/GBR,4,MEX,8
