Year,Position,Name,NOC,Time/Distance/Points,Record
2008,4,CAN,3 - 5,    
2008,5,TPE,2 - 5,    
2008,6,CHN,2 - 5,    
2008,7,VEN,2 - 5,    
2008,8,NED,1 - 6,    
2008,-,3,USA,1
2004,AUS,1,4.,CHN
2000,JPN,1,4.,CHN
1996,CHN,1,4.,JPN
